question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
1556,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that makes a backwards ""L"" shape from 2 rectangles.  The base of the shape is horizontal and is 11cm long. The vertical height of the whole shape is 12cm. The horizontal width of the top part of the shape is 5cm. The vertical height of the bottom rectangle is labelled 4cm. The left handed rectangle is shaded blue.]()","Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Compound Area,D,\( 24 \mathrm{~cm}^{2} \),C,"6226    \( 28 \mathrm{~cm}^{2} \)
Name: AnswerText, dtype: object",False,1148,Uses an incorrect side length when splitting a composite shape into parts,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1557,"Which is the correct point for \( \mathrm{E} \) when reflected in the line \( x=0 \) ? ![A 4 quadrant, coordinate grid with a triangle drawn on it with the coordinates (-4,1) (-1,1) and (-2,3). E is the point (-2,3)]()","Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,A,"A is the coordinate (2,3)",B,"6229    B is the coordinate (-2,-3)
Name: AnswerText, dtype: object",True,898,Thinks x = 0 is the x axis,Core Mathematical Fundamentals,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1557,"Which is the correct point for \( \mathrm{E} \) when reflected in the line \( x=0 \) ? ![A 4 quadrant, coordinate grid with a triangle drawn on it with the coordinates (-4,1) (-1,1) and (-2,3). E is the point (-2,3)]()","Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,A,"A is the coordinate (2,3)",C,"6230    C is the coordinate (2,-3)
Name: AnswerText, dtype: object",True,772,Rotates instead of reflects,Core Mathematical Fundamentals,Hard,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
1558,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says rectangle
Katie says rhombus
Who do you agree with?",Identify a rhombus from a description of the properties,Properties of Quadrilaterals,B,"Only
Katie",A,"6232    Only\r\nTom
Name: AnswerText, dtype: object",False,551,Believes a rectangle has four equal sides,Geometry & Shapes,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1558,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says rectangle
Katie says rhombus
Who do you agree with?",Identify a rhombus from a description of the properties,Properties of Quadrilaterals,B,"Only
Katie",C,"6234    Both Tom and Katie
Name: AnswerText, dtype: object",False,551,Believes a rectangle has four equal sides,Geometry & Shapes,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1558,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says rectangle
Katie says rhombus
Who do you agree with?",Identify a rhombus from a description of the properties,Properties of Quadrilaterals,B,"Only
Katie",D,"6235    Neither is correct
Name: AnswerText, dtype: object",False,551,Believes a rectangle has four equal sides,Geometry & Shapes,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1559,"Tom and Katie are discussing congruent shapes Tom says these two shapes are congruent ![Two identical 6-sided ""L shape"" polygons. One of the polygons has been rotated through 90 degrees.]() Katie says these two shapes are congruent ![Two 6-sided ""L shape"" polygons. One of the polygons has a wider upright section than the other.]() Who is correct?",Identify congruence in shapes other than triangles,Congruency in Other Shapes,A,Only Tom,B,"6237    Only Katie
Name: AnswerText, dtype: object",True,2312,Thinks congruent shapes are the same shape but can be different sizes,Geometry & Shapes,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1559,"Tom and Katie are discussing congruent shapes Tom says these two shapes are congruent ![Two identical 6-sided ""L shape"" polygons. One of the polygons has been rotated through 90 degrees.]() Katie says these two shapes are congruent ![Two 6-sided ""L shape"" polygons. One of the polygons has a wider upright section than the other.]() Who is correct?",Identify congruence in shapes other than triangles,Congruency in Other Shapes,A,Only Tom,C,"6238    Both Tom and Katie
Name: AnswerText, dtype: object",True,2312,Thinks congruent shapes are the same shape but can be different sizes,Geometry & Shapes,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1559,"Tom and Katie are discussing congruent shapes Tom says these two shapes are congruent ![Two identical 6-sided ""L shape"" polygons. One of the polygons has been rotated through 90 degrees.]() Katie says these two shapes are congruent ![Two 6-sided ""L shape"" polygons. One of the polygons has a wider upright section than the other.]() Who is correct?",Identify congruence in shapes other than triangles,Congruency in Other Shapes,A,Only Tom,D,"6239    Neither is correct
Name: AnswerText, dtype: object",True,1318,Does not understand that shapes are congruent if they have the same size and shape,Geometry & Shapes,Hard,Simplification & Conversion Errors,9,Data_Conversions,5
1560,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",Identify a unit of length,Volume and Capacity Units,D,\( m g \),A,"6240    \( m \)
Name: AnswerText, dtype: object",False,915,Does not recognise metres as a unit of length,"Fractions, Decimals & Conversions",Medium,Geometric Concepts & Properties,3,Geometry_Spatial,4
1560,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",Identify a unit of length,Volume and Capacity Units,D,\( m g \),B,"6241    \( \mathrm{km} \)
Name: AnswerText, dtype: object",False,1422,Does not recognise km as a unit of length ,"Fractions, Decimals & Conversions",Medium,Geometric Concepts & Properties,3,Geometry_Spatial,4
1560,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",Identify a unit of length,Volume and Capacity Units,D,\( m g \),C,"6242    \( 11 \)
Name: AnswerText, dtype: object",False,1725,"Does not recognise inches ("") as a unit of length","Fractions, Decimals & Conversions",Medium,Geometric Concepts & Properties,3,Geometry_Spatial,4
1561,"Solve the equation:
\(20 t-5=0\)","Solve two-step linear equations, with the variable on one side, involving positive fractions",Linear Equations,A,\( t=\frac{1}{4} \),B,"6245    \( t=4 \)
Name: AnswerText, dtype: object",True,1717,Swaps the dividend and divisor in order to get an integer answer,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1561,"Solve the equation:
\(20 t-5=0\)","Solve two-step linear equations, with the variable on one side, involving positive fractions",Linear Equations,A,\( t=\frac{1}{4} \),D,"6247    \( t=-\frac{1}{4} \)
Name: AnswerText, dtype: object",True,1214,"When solving an equation, uses the same operation rather than the inverse.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1562,"What is the value of:
\(
\frac{54+58}{2}
\)",Complete multi-step mental calculations,Mental Addition and Subtraction,A,\( 56 \),B,"6249    \( 224 \)
Name: AnswerText, dtype: object",True,1074,Multiplies rather than divides,Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
1562,"What is the value of:
\(
\frac{54+58}{2}
\)",Complete multi-step mental calculations,Mental Addition and Subtraction,A,\( 56 \),C,"6250    \( 85 \)
Name: AnswerText, dtype: object",True,1119,Does not interpret the correct order of operations in a fraction when there is an addition on the numerator,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1563,"Cara is trying to work out the midpoint of these two points: \( (-5,7) \) and \( (-2,-1) \) She labels them like this: \( \left.\begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (-5, & 7) & (-2, & -1) \end{array}\right.\) And then decides to use this formula: \( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \) What is the \( \boldsymbol{y} \) value of the midpoint?","Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",Midpoint Between Two Co-ordinates,C,\( 3 \),A,"6252    \( 6 \)
Name: AnswerText, dtype: object",True,2427,Does not divide by 2 when finding midpoint,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1563,"Cara is trying to work out the midpoint of these two points: \( (-5,7) \) and \( (-2,-1) \) She labels them like this: \( \left.\begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (-5, & 7) & (-2, & -1) \end{array}\right.\) And then decides to use this formula: \( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \) What is the \( \boldsymbol{y} \) value of the midpoint?","Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",Midpoint Between Two Co-ordinates,C,\( 3 \),B,"6253    \( 4 \)
Name: AnswerText, dtype: object",True,971,Believes that adding a negative will increase the value of the original number,Core Mathematical Fundamentals,Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1564,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,\( 118^{\circ} \),A,"6256    \( 62^{\circ} \)
Name: AnswerText, dtype: object",False,8,Student thinks that any two angles along a straight line are equal,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
1564,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,\( 118^{\circ} \),B,"6257    \( 128^{\circ} \)
Name: AnswerText, dtype: object",False,699,"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit",Graphs & Coordinate Geometry,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1564,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,\( 118^{\circ} \),C,"6258    \( 298^{\circ} \)
Name: AnswerText, dtype: object",False,2362,Believes angles on a straight line add to 360 degrees,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
1565,Adjacent angles on a straight line sum to...,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,\( 180^{\circ} \),A,"6260    \( 90^{\circ} \)
Name: AnswerText, dtype: object",False,309,Believes angles on a straight line add to 90 degrees,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
1565,Adjacent angles on a straight line sum to...,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,\( 180^{\circ} \),B,"6261    \( 100^{\circ} \)
Name: AnswerText, dtype: object",False,2121,Believes angles on a straight line add to 100 degrees,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
1565,Adjacent angles on a straight line sum to...,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,\( 180^{\circ} \),D,"6263    \( 360^{\circ} \)
Name: AnswerText, dtype: object",False,2362,Believes angles on a straight line add to 360 degrees,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
1566,"The shape below has a perimeter of \( p \). If the length of all the sides are doubled, what is the perimeter of the enlarged shape? ![A trapezium]()",Solve length problems involving similar shapes where the missing length is the longer one,Length Scale Factors in Similar Shapes,A,\( 2 p \),B,"6265    \( p+2 \)
Name: AnswerText, dtype: object",False,1866,Confuses additive and multiplicative relationships,Geometry & Shapes,Easy,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
1566,"The shape below has a perimeter of \( p \). If the length of all the sides are doubled, what is the perimeter of the enlarged shape? ![A trapezium]()",Solve length problems involving similar shapes where the missing length is the longer one,Length Scale Factors in Similar Shapes,A,\( 2 p \),D,"6267    Not enough information
Name: AnswerText, dtype: object",False,449,"Does not realise we can scale the perimeter as a whole, rather than finding individual side lengths",Geometry & Shapes,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
