QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,Construct_Subject
1473,695,"Divide a quantity into two parts for a given a ratio, where each part is an integer",334,Writing Ratios,C,"For every \( 3 \) green squares there are \( 1 \) red squares.

How many squares should be coloured green in the grid on the right? \begin{tabular}{|l|l|l|l|}
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline
\end{tabular}","Divide a quantity into two parts for a given a ratio, where each part is an integer_Writing Ratios"
1474,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,C,"\[
6-3+2
\]
Tom and Katie are trying to make the calculation above equal to \( 5 \).
Tom says you can write it like this: \( (6-3)+2 \)
Katie says you can leave it like this: \( 6-3+2 \)
Who is correct?",Use the order of operations to carry out calculations involving brackets_BIDMAS
1475,2760,Calculate the median as an average from an even numbered list of data,102,"Averages (mean, median, mode) from a List of Data",A,"What is the median of the following numbers?
\( 1, \quad 0.1, \quad 0.01,\quad 0.001 \)","Calculate the median as an average from an even numbered list of data_Averages (mean, median, mode) from a List of Data"
1476,1217,Recognise a Fibonacci sequence expressed as a pattern,173,Other Sequences,D,"Which of the following is the best way to describe this sequence: ![A pattern with 6 terms made of green and red dots. The first term is a green dot, the second a red dot, the third is one red and one green dot. The fourth term is made of one green and two red dots. The fifth term is made from two green dots and three red dots. The sixth term is made of five red dots and three green dots. ]()",Recognise a Fibonacci sequence expressed as a pattern_Other Sequences
1477,1065,"Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines",167,Graphing Linear Inequalities (Shading Regions),D,"Which letter describes the region where \( \boldsymbol{x}+\boldsymbol{y} \leq \mathbf{3} \) and \( \boldsymbol{y} \leq \mathbf{1} \) ? ![A set of axes with two straight lines drawn on. The line x+y=3 goes through points (3,0) and (0,3). The line y=1 is a horizontal line going through (0,1). The lines intersect one another at (2,1).
A is the region below x+y=3 and above y=1.
B is the region above both lines.
C is the region below y=1 but above x+y=3.
D is the region below both lines. ]()","Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines_Graphing Linear Inequalities (Shading Regions)"
1478,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,A,"Describe the movements to get from

\[
(5,-2) \text { to }(0,1)
\]",Describe simple directions to translate a shape or object using words not vectors_Translation and Vectors
1479,2144,Convert between g and kg,198,Weight Units,C,\( 4000 \mathrm{~g} \) is the same as \( k g \),Convert between g and kg_Weight Units
1480,315,Divide decimals by 100,224,Multiplying and Dividing with Decimals,B,\( 3.06 \div 100= \),Divide decimals by 100_Multiplying and Dividing with Decimals
1481,473,Calculate the square of a number,224,Multiplying and Dividing with Decimals,A,\( 0.7^{2}= \),Calculate the square of a number_Multiplying and Dividing with Decimals
1482,1745,Find missing angles using vertically opposite angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",A,What is the size of angle \( y \) ? ![A diagram showing 3 lines crossing at a point to form 6 angles. One angle is marked as 43 degrees. Another angle is marked as y. There are two blank angles between each marked angle.](),"Find missing angles using vertically opposite angles_Basic Angle Facts (straight line, opposite, around a point, etc)"
1483,397,Identify unit fractions when part of a shape,225,Fractions of an Amount,D,"What fraction of the shape is shaded? ![A rectangle split in half. One half is split in half again, and one half of that is split in half again, with one of those parts shaded.]()",Identify unit fractions when part of a shape_Fractions of an Amount
1484,474,Calculate the cube of a number,245,"Squares, Cubes, etc",B,"What is the value of ""\( 3 \) cubed""?","Calculate the cube of a number_Squares, Cubes, etc"
1485,1527,Substitute negative integer values into expressions involving no powers or roots,410,Distance Between Two Co-ordinates,C,"Amy is trying to work out the distance between these two points: \( (1,-6) \) and \( (-5,2) \) She labels them like this: \( \begin{array}{rrrr}x_{1} & y_{1} & x_{2} & y_{2} \\ (1, & -6) & (-5, & 2)\end{array} \) And then decides to use this formula: \( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \) What does the second bracket equal?",Substitute negative integer values into expressions involving no powers or roots_Distance Between Two Co-ordinates
1486,302,Add decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,D,How should you line up the digits to calculate \( 0.7+0.54 \) ?,Add decimals where the numbers involved have a different number of decimal places_Adding and Subtracting with Decimals
1487,2077,Identify a unit of volume or capacity,197,Volume and Capacity Units,C,"Tom and Katie are discussing units of volume
Tom says litres is a unit of volume
Katie says \( m^{3} \) is a unit of volume
Who is correct?",Identify a unit of volume or capacity_Volume and Capacity Units
1488,469,Understand the notation for powers,245,"Squares, Cubes, etc",C,To calculate \( 53^{2} \) you need to do...,"Understand the notation for powers_Squares, Cubes, etc"
1489,2012,Identify a unit of length,195,Length Units,B,"Sally has answered a question on perimeter and got an answer of \( 500 \).

Behind the star she has written the units that she used.
Which of the following units is definitely wrong? \( 500 \bigstar \)",Identify a unit of length_Length Units
1490,2908,Interpret continuous data using a line graph,117,Time Series and Line Graphs,C,"This graph shows the temperature in Dan's garden in a \( 24 \) hour period.

In which \( 4 \) hour period did the temperature fall the most? ![A graph showing the temperature in Dan's house over a 24 hours period. At 00:00 the temperature is -2 degrees, at 04:00 it is -4 degrees, at 08:00 it is 0 degrees, at 12:00 it is 5 degrees, at 16:00 it is 8 degrees, at 20:00 it is 3 degrees and at 00:00 it is 0 degrees.]()",Interpret continuous data using a line graph_Time Series and Line Graphs
1491,270,Raise negative numbers to powers,212,Multiplying and Dividing Negative Numbers,C,\( (-2)^{4}= \),Raise negative numbers to powers_Multiplying and Dividing Negative Numbers
1492,2944,"Know that probabilities must lie between 0, impossible, and 1, certain",111,Probability of Single Events,D,"The probability of an event occurring is \( 0 \).

Which of the following most accurately describes the likelihood of the event occurring?","Know that probabilities must lie between 0, impossible, and 1, certain_Probability of Single Events"
1493,856,Use the order of operations to carry out calculations involving powers,33,BIDMAS,A,\( 8-7 \div 6^{3}= \) Which calculation should you do first?,Use the order of operations to carry out calculations involving powers_BIDMAS
1494,1267,Form expressions from situations described in words,70,Writing Expressions,A,"Which expression correctly represents the following description?
""Subtract five from \( \mathrm{h} \) and then multiply by six.""",Form expressions from situations described in words_Writing Expressions
1495,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,B,"Tom and Katie are arguing about what term could replace the star in this addition pyramid.
Tom says it could be: \( f \)
Katie says it could be: \( 2 f \)
Who is correct? ![A diagram showing 3 rows of boxes. the bottom row has 3 boxes, containing a star, 3g and 2g from left to right. The next row up contains two boxes, overlapping the joins of the boxes below. Both are empty. The top row is one box, centered over the join of the two below, containing 2f + 8g.]()",Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables_Simplifying Expressions by Collecting Like Terms
1496,981,"Given a positive x value, find the corresponding y value for curves in the form y = x² + c",265,Plotting Quadratics from Tables of Values,B,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|c|c|}
\hline\( x \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?","Given a positive x value, find the corresponding y value for curves in the form y = x² + c_Plotting Quadratics from Tables of Values"
1497,3141,Solve quadratic inequalities from the graph of the quadratic,168,Solving Quadratic Inequalities,B,"Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()",Solve quadratic inequalities from the graph of the quadratic_Solving Quadratic Inequalities
1498,1671,"Describe how many degrees you would turn, and in what direction, to move between North, South, East and West on a compass",180,Measuring Angles,C,I am facing East. \( \mathrm{E} \longrightarrow \) How many degrees anti-clockwise will I need to turn so I am facing South?,"Describe how many degrees you would turn, and in what direction, to move between North, South, East and West on a compass_Measuring Angles"
